chr16	28613960	28614393	SULT1A1
chr5	88061633	88061877	MEF2C
chr16	28599605	28599805	NUPR1
chr16	28534340	28534669	NUPR1
chr3	49458990	49459267	"AMT,GPX1"
chr1	43998128	43998684	PTPRF
chr16	28518143	28518942	NUPR1
chr15	41940754	41941242	TYRO3
chr2	100891942	100892171	LONRF2
chr3	48893807	48895297	"IMPDH2,WDR6"
chr3	49417403	49417663	GPX1
chr16	51188545	51188796	SALL1
chr3	49389799	49390729	GPX1
chr2	100909843	100910079	LONRF2
chr3	48711080	48712561	NCKIPSD
chr14	104071283	104071646	KLC1
chr19	58786063	58786620	UBE2M
chr16	28963104	28963645	SH2B1
chr3	49636592	49636824	APEH
chr3	48735472	48735698	NCKIPSD
chr3	48708481	48709091	NCKIPSD
chr6	26323615	26324017	"HIST1H2AC,HIST1H2BC"
chr3	58577597	58578076	FAM107A
chr13	21302165	21302798	IL17D
chr3	48713355	48713624	NCKIPSD
chr18	35188024	35188465	CELF4
chr16	30015441	30017128	"DOC2A,PPP4C,SEZ6L2,TAOK2"
chr16	89650870	89652215	RPL13
chr1	36717466	36717675	MAP7D1
chr4	176641289	176641489	GPM6A
chr19	54940162	54940695	TTYH1
chr6	43242563	43244425	DNPH1
chr19	584135	584992	HCN2
chr12	53513015	53513276	SPRYD3
chr3	49719602	49720446	APEH
chr3	50335467	50336114	RASSF1
chr8	22550461	22550784	CCAR2
chr18	21153973	21155370	C18orf8
chr2	175200411	175201060	OLA1
chr19	54927416	54928023	TTYH1
chr12	49414312	49414559	RHEBL1
chr2	26950174	26950521	DPYSL5
chr16	89649330	89649599	RPL13
chr16	90067406	90068693	DBNDD1
chr7	86275155	86275472	GRM3
chr3	58639596	58639796	FAM107A
chr3	47614195	47614590	CSPG5
chr1	26097072	26097334	STMN1
chr22	41784608	41785019	TEF
chr14	93600822	93601098	CHGA
chr16	30357230	30357581	ZNF771
chr2	105504876	105505607	POU3F3
chr19	38933426	38933964	PSMD8
chr17	19988370	19989260	USP22
chr18	35169100	35169300	CELF4
chr10	104229627	104230109	FBXL15
chr16	51170981	51171982	SALL1
chr19	2330949	2331885	LSM7
chr19	2321159	2321465	OAZ1
chr12	49389878	49390440	"ARF3,DDN"
chr1	171816462	171816723	DNM3
chr8	145700888	145701151	VPS28
chr17	41002301	41002575	"COA3,RAMP2"
chr7	100074099	100074339	PCOLCE
chr1	156216859	156217356	"BCAN,PAQR6"
chr19	7703691	7704268	PET100
chr1	1957123	1957399	GABRD
chr7	97851465	97854197	TECPR1
chr19	45401227	45401690	APOE
chr1	109864121	109864648	SORT1
chr2	105483548	105484420	POU3F3
chr19	17859331	17859915	FCHO1
chr20	43695843	43696336	KCNS1
chr19	35624828	35625407	"FXYD1,LGI4"
chr16	30020801	30022041	"DOC2A,TAOK2"
chr16	733726	733930	FBXL16
chr3	48663821	48664076	NCKIPSD
chr19	9960563	9960763	PIN1
chr1	109884614	109885113	SORT1
chr19	55668666	55668870	"HSPBP1,UBE2S"
chr17	61531262	61531554	CYB561
chr12	103350017	103350459	ASCL1
chr1	212618021	212618225	NENF
chr20	25283713	25284407	PYGB
chr20	25283043	25283342	PYGB
chr19	3543078	3544278	"HMG20B,MFSD12"
chr12	122847350	122847730	CLIP1
chr2	105488327	105488804	POU3F3
chr2	105460773	105461924	POU3F3
chr9	88792280	88792528	GOLM1
chr20	57998151	57998478	PHACTR3
chr16	53523754	53524168	AKTIP
chr16	90071422	90071667	DBNDD1
chr17	73177394	73177695	SUMO2
chr12	121163006	121164626	ACADS
chr22	39976642	39977509	RPS19BP1
chr9	73078450	73079142	KLF9
chr9	130925124	130925368	C9orf16
chr1	153902383	153903120	JTB
chr19	52720926	52721549	PPP2R1A
chr9	131671953	131672207	"LRRC8A,PHYHD1"
chr13	21079622	21080559	IL17D
chr7	102950588	102951002	PMPCB
chr1	220289015	220289219	C1orf115
chr10	88717229	88717637	SNCG
chr9	32956190	32957753	DNAJA1
chr1	114378772	114379171	AP4B1
chr5	92921245	92921487	NR2F1
chr12	113571768	113572166	RASAL1
chr10	104209786	104211709	FBXL15
chr17	18195552	18196221	FLII
chr12	112246575	112246931	ALDH2
chr4	1655778	1656972	TMEM129
chr14	74167659	74168415	PNMA1
chr20	3107762	3109208	DDRGK1
chr20	57997428	57997704	PHACTR3
chr15	96889329	96889613	NR2F2
chr8	24770950	24773313	NEFM
chr10	103954624	103954841	FBXL15
chr16	51146538	51147276	SALL1
chr9	136143376	136143610	RPL7A
chr12	122845828	122846057	CLIP1
chr1	45251094	45251390	RPS8
chr19	30195558	30195844	C19orf12
chr15	31634555	31634796	KLF13
chr16	12175621	12175963	RSL1D1
chr19	12878062	12878427	JUNB
chr7	152403427	152404347	ACTR3B
chr14	35115406	35115623	CFL2
chr11	46699699	46700172	ATG13
chr4	1646025	1646307	TMEM129
chr22	41765057	41765603	3-Sep
chr6	26476097	26476504	HIST1H4H
chr3	183814837	183815670	AP2M1
chr1	40857115	40857368	SMAP2
chr18	74700367	74700620	MBP
chr22	39977891	39978179	RPS19BP1
chr17	65409162	65409400	PITPNC1
chr1	109883529	109883774	SORT1
chr1	26607760	26608217	SH3BGRL3
chr4	1638739	1639302	TMEM129
chr9	131565648	131565922	ZER1
chr2	55314638	55314888	RTN4
chr1	109920029	109920281	SORT1
chr11	77107881	77108316	PAK1
chr3	58595747	58595971	FAM107A
chr9	130301923	130302126	SH2D3C
chr2	44658794	44659734	PREPL
chr19	38571769	38573509	DPF1
chr12	109052203	109053031	ISCU
chr8	29941408	29941639	LEPROTL1
chr8	145807050	145807303	RPL8
chr19	12875684	12876202	JUNB
chr14	104123686	104124543	KLC1
chr2	70474616	70474911	TIA1
chr2	98336312	98336590	COX5B
chr9	139909450	139909650	PTGDS
chr5	176046766	176047129	"GPRIN1,SNCB"
chr19	1446885	1447417	APC2
chr22	39078590	39078808	TOMM22
chr10	123317449	123318082	FGFR2
chr1	205673558	205673905	NUCKS1
chr16	90073490	90073835	DEF8
chr11	66157396	66157596	PELI3
chr19	4029016	4029455	ZBTB7A
chr20	36033926	36034346	RPN2
chr1	169104787	169105016	ATP1B1
chr19	35566331	35566808	LGI4
chr7	31056770	31057391	ADCYAP1R1
chr17	62333637	62333953	TEX2
chr11	57010876	57011076	APLNR
chr12	133372437	133373199	GOLGA3
chr10	99521627	99522001	GOLGA7B
chr6	26244846	26245082	"HIST1H1C,HIST1H2AC,HIST1H2BC"
chr5	176056363	176056752	SNCB
chr1	205536913	205537113	CDK18
chr17	8566367	8567570	MYH10
chr14	24663513	24664087	"CHMP4A,PSME2,TSSK4"
chr16	90000045	90000304	DEF8
chr12	6728663	6729091	ING4
chr17	65990692	65992219	C17orf58
chr12	133382573	133384510	"GOLGA3,PGAM5"
chr4	762796	763090	CPLX1
chr1	160112824	160113024	ATP1A2
chr9	73087392	73087632	KLF9
chr22	38516587	38517019	PICK1
chr8	26115233	26115520	PNMA2
chr11	111599840	111600063	"CRYAB,HSPB2"
chr17	7801540	7801851	"ATP1B2,CHD3,CNTROB,EFNB3,NLGN2,TRAPPC1"
chr4	1865033	1865928	FGFR3
chr22	38831951	38832587	KCNJ4
chr4	819038	820063	CPLX1
chr11	72494334	72494547	STARD10
chr3	50615123	50615332	NPRL2
chr22	38516100	38516393	PICK1
chr11	33177416	33177760	CSTF3
chr11	10867902	10868109	"CTR9,EIF4G2,ZBED5"
chr15	77234685	77234925	RCN2
chr22	39746819	39748141	SYNGR1
chr22	44682566	44682938	KIAA1644
chr12	110923918	110924550	VPS29
chr7	136960620	136960887	PTN
chr9	130577026	130577443	ST6GALNAC6
chr19	1618613	1619283	"DAZAP1,TCF3"
chr17	18097128	18097365	ALKBH5
chr1	230458601	230459070	PGBD5
chr9	130409455	130409697	STXBP1
chr19	920656	920871	"PTBP1,R3HDM4"
chr2	131128825	131129054	IMP4
chr6	37474267	37474973	CCDC167
chr4	83703149	83703631	"ENOPH1,HNRNPD"
chr16	1860658	1861093	"HAGH,NME3,SPSB3"
chr19	3448559	3448772	DOHH
chr15	65188681	65188885	OAZ2
chr2	45407549	45408074	PREPL
chr16	90055074	90055328	DEF8
chr19	35566923	35567123	LGI4
chr2	85049431	85049985	TMSB10
chr10	12408951	12409166	CAMK1D
chr20	3110084	3110388	DDRGK1
chr14	60098032	60098245	RTN1
chr11	61303671	61304002	SYT7
chr17	6160547	6160884	WSCD1
chr17	18101891	18102546	ALKBH5
chr1	1921664	1922230	GABRD
chr19	14025666	14025957	CC2D1A
chr1	109824486	109825131	PSRC1
chr16	30427470	30427730	ZNF771
chr19	50190863	50191491	PRMT1
chr1	110083821	110084037	AMIGO1
chr5	137558468	137559726	BRD8
chr12	3335244	3335650	TSPAN9
chr10	104268250	104268658	FBXL15
chr19	2033282	2033544	MKNK2
chr19	47999370	47999837	NAPA
chr17	18097806	18098053	ALKBH5
chr12	7044470	7045402	C12orf57
chr2	175637828	175638083	CHN1
chr1	1789556	1789756	GNB1
chr19	42470491	42470773	ATP1A3
chr4	1676832	1677400	TMEM129
chr16	1866415	1867296	"HAGH,NME3"
chr6	123159279	123159831	FABP7
chr17	18112302	18112577	ALKBH5
chr1	41106045	41106344	RIMS3
chr12	56889891	56890294	PTGES3
chr14	102692283	102694658	"ANKRD9,TECPR2"
chr3	10973307	10973521	SLC6A1
chr1	153901108	153902281	CHRNB2
chr11	63758710	63759273	COX8A
chr9	15531425	15531733	PSIP1
chr4	1657610	1657816	TMEM129
chr19	2180324	2180546	OAZ1
chr4	820503	820803	CPLX1
chr22	21318964	21320485	"AIFM3,LZTR1"
chr4	1671964	1672178	TMEM129
chr20	62752411	62752957	TCEA2
chr19	36456628	36457136	"ALKBH6,APLP1"
chr19	3445317	3445876	DOHH
chr20	32015178	32015694	SNTA1
chr16	89712439	89712740	RPL13
chr17	57467983	57468265	YPEL2
chr22	24187553	24187841	SMARCB1
chr12	122440575	122441176	"BCL7A,RSRC2"
chr8	120178744	120179142	MAL2
chr10	104202458	104202903	FBXL15
chr19	19638965	19639180	NDUFA13
chr19	5706864	5708679	LONP1
chr11	46612567	46613066	MDK
chr1	153872085	153872293	JTB
chr16	30494468	30495354	"ZNF688,ZNF747"
chr11	66059732	66059985	CNIH2
chr1	159068444	159068644	CADM3
chr4	90756986	90757220	SNCA
chr9	130913701	130914029	CERCAM
chr16	69309322	69309587	NIP7
chr17	8012643	8013960	PER1
chr4	83708426	83708675	SCD5
chr1	112266953	112267237	FAM212B
chr19	57378898	57379151	PEG3
chr19	917533	920572	R3HDM4
chr10	85944875	85945105	CDHR1
chr14	103443781	103444153	CDC42BPB
chr17	42161627	42162571	HDAC5
chr16	30034545	30035106	"TAOK2,YPEL3"
chr5	170741609	170741832	NPM1
chr19	18918868	18919095	CERS1
chr2	73216923	73217645	EMX1
chr19	3814330	3814547	MATK
chr11	73362903	73363112	PLEKHB1
chr11	73364077	73364288	PLEKHB1
chr4	2069263	2069630	NAT8L
chr10	75594095	75594339	CAMK2G
chr9	139077753	139078790	NACC2
chr22	21320736	21322006	"AIFM3,LZTR1"
chr1	24105609	24105901	LYPLA2
chr3	48863912	48864219	CELSR3
chr17	17409524	17410600	RASD1
chr19	12786191	12786392	RNASEH2A
chr19	3448828	3449039	DOHH
chr19	3814742	3814992	MATK
chr2	219735780	219736833	"CDK5R2,PTPRN"
chr17	7418930	7419133	SAT2
chr9	139076816	139077421	NACC2
chr19	18879982	18880492	CERS1
chr9	131821096	131824216	SH3GLB2
chr16	67706644	67707332	PARD6A
chr1	1974316	1975431	PRKCZ
chr4	1671284	1671615	TMEM129
chr10	75632174	75632424	CAMK2G
chr21	30432823	30433197	CCT8
chr1	1485861	1487314	SSU72
chr1	182406092	182406762	GLUL
chr1	1920376	1920863	GABRD
chr2	175527630	175527830	CHN1
chr2	20640110	20640310	RHOB
chr21	40654934	40655324	HMGN1
chr22	32009892	32010589	EIF4ENIF1
chr11	63762087	63762375	COX8A
chr11	47471363	47471582	PSMC3
chr7	31057458	31057677	ADCYAP1R1
chr12	120853701	120854150	COX6A1
chr14	55609312	55609717	LGALS3
chr14	20971085	20971511	APEX1
chr22	38836661	38837302	KCNJ4
chr2	220175122	220175431	STK16
chr4	39720915	39721353	UBE2K
chr1	11808357	11808689	FBXO44
chr19	7711092	7712104	TRAPPC5
chr5	133966891	133967453	DDX46
chr12	112628475	112629249	ERP29
chr6	3762366	3762658	PXDC1
chr8	20122520	20122837	LZTS1
chr6	34175627	34177023	HMGA1
chr17	40315118	40315655	KAT2A
chr1	55327095	55327846	DHCR24
chr19	13226848	13228288	NACC1
chr12	120942645	120943021	COX6A1
chr22	21080967	21081887	PI4KA
chr19	802133	802772	"CFD,PALM,TPGS1"
chr19	3447386	3447725	DOHH
chr14	60193948	60194739	RTN1
chr19	41745561	41745793	AXL
chr22	50607445	50609551	MLC1
chr3	10619007	10619544	ATP2B2
chr16	90029751	90030450	DEF8
chr2	47141917	47143682	MCFD2
chr17	1637096	1637335	WDR81
chr19	38625333	38626516	DPF1
chr2	220288547	220288904	"DES,SPEG"
chr13	114889930	114890151	RASA3
chr6	43112014	43112495	MRPL2
chr15	38904906	38905672	RASGRP1
chr15	45460053	45460258	SHF
chr2	95690680	95691012	MAL
chr1	156034686	156036449	CCT3
chr2	28559464	28560163	FOSL2
chr2	128379290	128379511	LIMS2
chr2	241654210	241654613	KIF1A
chr13	114507838	114508121	GAS6
chr3	197259229	197259502	BDH1
chr7	95398953	95399154	DYNC1I1
chr14	102958927	102959714	ANKRD9
chr19	1145583	1146103	GPX4
chr19	7681166	7681769	"CAMSAP3,PNPLA6,TRAPPC5"
chr22	39478735	39479082	CBX7
chr1	36781535	36781766	THRAP3
chr19	58239573	58240164	"ZNF154,ZNF211,ZNF671"
chr9	140031301	140031798	"GRIN1,RNF208"
chr5	170835120	170835345	NPM1
chr18	21050840	21051480	C18orf8
chr20	57451494	57451963	GNAS
chr22	41822944	41823197	"ACO2,TEF"
chr18	21052481	21052958	C18orf8
chr6	36277533	36277785	SRSF3
chr17	40241380	40241853	KAT2A
chr20	32005051	32005251	SNTA1
chr19	8467192	8467441	2-Mar
chr5	133316720	133316922	VDAC1
chr1	55306658	55307247	DHCR24
chr11	73317514	73318260	PLEKHB1
chr16	1384331	1384587	GNPTG
chr2	133403413	133403963	LYPD1
chr10	3041632	3041833	PFKP
chr5	61580133	61580339	KIF2A
chr8	21925023	21925484	FGF17
chr19	3959594	3960420	DAPK3
chr16	69389222	69390461	VPS4A
chr11	61389811	61390290	SYT7
chr19	39916113	39916452	"PAF1,PLEKHG2,SAMD4B,SUPT5H"
chr16	57394056	57394261	PLLP
chr15	41780339	41780629	ITPKA
chr10	76826437	76826639	SAMD8
chr6	37473806	37474007	CCDC167
chr1	200993725	200993965	KIF21B
chr1	41118911	41119177	RIMS3
chr19	10629883	10630146	S1PR5
chr1	4714296	4716786	AJAP1
chr12	10384590	10384822	GABARAPL1
chr8	104088330	104088766	BAALC
chr2	101051677	101052070	CHST10
chr17	58234118	58234471	HEATR6
chr2	231570874	231572010	ITM2C
chr16	67189137	67189945	TRADD
chr5	175925639	175926154	GPRIN1
chr5	176311978	176312312	UNC5A
chr15	41778571	41779965	TYRO3
chr18	20749445	20749966	CABLES1
chr19	50248212	50249090	AP2A1
chr19	13009666	13009915	DNASE2
chr16	89614378	89614652	RPL13
chr11	73843526	73844422	PPME1
chr20	1164967	1165186	TMEM74B
chr7	100839191	100839828	FIS1
chr7	152395815	152396030	ACTR3B
chr10	121555716	121556837	INPP5F
chr22	39170033	39170296	SUN2
chr15	40648762	40648994	PLCB2
chr6	34434786	34435110	PACSIN1
chr19	3963343	3964095	DAPK3
chr5	132440352	132440666	HSPA4
chr9	138950640	138952251	NACC2
chr14	102958088	102958492	ANKRD9
chr1	65770101	65770338	DNAJC6
chr22	39936018	39936577	RPS19BP1
chr21	47798719	47799315	PCNT
chr17	70119973	70120283	SOX9
chr1	33437195	33437398	HPCA
chr6	36941008	36941238	MTCH1
chr18	19198762	19199107	SNRPD1
chr14	35074149	35075096	EAPP
chr12	123429597	123430014	ARL6IP4
chr11	117744968	117745174	SCN2B
chr15	66708448	66708700	MAP2K1
chr19	50816375	50816809	KCNC3
chr14	24590675	24591063	"CHMP4A,DCAF11"
chr12	94515724	94516154	UBE2N
chr15	66708107	66708372	MAP2K1
chr18	18742347	18742595	SNRPD1
chr5	176818132	176818384	"DBN1,GRK6,TMED9"
chr7	143144372	143145029	FAM131B
chr19	3656703	3657124	PIP5K1C
chr3	49361130	49361344	GPX1
chr6	1396658	1397032	FOXF2
chr8	22773770	22774069	LGI3
chr1	20998241	20999074	PINK1
chr22	38434293	38435725	SOX10
chr16	29999319	29999519	TAOK2
chr11	2030826	2031044	IGF2
chr9	131784681	131785085	CRAT
chr16	29919433	29919645	"ASPHD1,CDIPT"
chr14	69375453	69375859	ACTN1
chr7	56125709	56125909	CCT6A
chr1	153965326	153965602	"DENND4B,RPS27,UBAP2L"
chr7	127657065	127657342	LRRC4
chr12	120854608	120854886	COX6A1
chr12	121131373	121131585	ACADS
chr19	10634782	10635154	S1PR5
chr21	45245118	45245559	AGPAT3
chr17	7555637	7556053	"ATP1B2,EFNB3"
chr19	30017163	30017508	VSTM2B
chr12	132338470	132339059	MMP17
chr19	10624597	10625888	S1PR5
chr19	30015509	30016780	VSTM2B
chr19	38947772	38947994	PSMD8
chr10	85953951	85955026	CDHR1
chr20	43490077	43490723	KCNS1
chr16	67832335	67832542	THAP11
chr16	58470018	58470363	NDRG4
chr16	67744610	67745300	PARD6A
chr2	73208180	73208517	SPR
chr19	9872483	9872939	UBL5
chr20	55955978	55956233	RBM38
chr10	73819933	73820306	SPOCK2
chr16	85145562	85146270	KIAA0513
chr4	1677727	1678035	TMEM129
chr19	11243961	11244188	LDLR
chr12	133389726	133390277	GOLGA3
chr3	12949085	12949468	IQSEC1
chr22	18105854	18106136	ATP6V1E1
chr16	30544747	30544985	"ZNF747,ZNF771"
chr9	138051522	138051815	OLFM1
chr17	4673136	4673402	ARRB2
chr12	32823707	32824169	DNM1L
chr12	57567541	57567835	LRP1
chr19	1309852	1310575	NDUFS7
chr17	15884334	15884552	ADORA2B
chr1	6631981	6632252	KLHL21
chr22	21058797	21059081	PI4KA
chr10	71041376	71041716	HK1
chr9	131125104	131125309	CERCAM
chr17	28611874	28612166	BLMH
chr7	54611700	54611960	VSTM2A
chr14	103480716	103481612	CDC42BPB
chr2	238791740	238791958	RAMP1
chr21	47979946	47980310	PRMT2
chr12	70001622	70001823	CCT2
chr16	70454120	70454838	SF3B3
chr12	110498849	110499274	GIT2
chr2	27335218	27336792	PREB
chr1	3606110	3607470	WRAP73
chr16	30435040	30435273	ZNF771
chr3	181437214	181437770	SOX2
chr9	35552541	35552761	RUSC2
chr15	75257022	75258092	SCAMP5
chr1	28535070	28535272	DNAJC8
chr8	15440825	15441188	TUSC3
chr20	44629292	44629706	SLC12A5
chr1	3605676	3606051	WRAP73
chr21	34175199	34175732	"OLIG1,OLIG2"
chr4	159573434	159573666	PPID
chr19	19023901	19024984	COPE
chr2	28626071	28626395	FOSL2
chr11	73100994	73101256	RELT
chr2	230491204	230491413	DNER
chr17	79118298	79118603	AATK
chr17	29888591	29888845	COPRS
chr3	186148865	186149307	DGKG
chr14	99997558	99998253	SETD3
chr11	59411345	59412240	OSBP
chr1	161073967	161074180	KLHDC9
chr11	46601804	46602282	ATG13
chr7	97938828	97939122	TECPR1
chr11	45831706	45831951	CRY2
chr14	21450713	21451037	NDRG2
chr6	3764326	3764655	PXDC1
chr7	54611307	54611560	VSTM2A
chr19	13234158	13234418	IER2
chr17	4379118	4379338	SPNS2
chr7	100849123	100850139	FIS1
chr2	39932358	39932621	TMEM178A
chr19	36352099	36353554	CAPNS1
chr19	50440319	50440565	PTOV1
chr10	75621819	75622139	CAMK2G
chr16	1306979	1308104	TSR3
chr11	124064420	124064620	SCN3B
chr16	4797789	4798135	GLYR1
chr16	58439860	58440695	NDRG4
chr3	57165377	57165612	IL17RD
chr10	27510031	27510328	YME1L1
chr16	31071808	31073402	BCKDK
chr1	39383947	39385116	AKIRIN1
chr14	24624506	24624724	DCAF11
chr19	2275055	2276651	LINGO3
chr1	6380669	6381568	ACOT7
chr3	48517859	48518186	PLXNB1
chr7	55581181	55581421	VOPP1
chr7	97916927	97917700	TECPR1
chr9	131810398	131812470	SH3GLB2
chr5	131356661	131356933	ACSL6
chr19	55659346	55660577	TNNT1
chr11	66264447	66264675	PELI3
